participant,overall.dur,roughness,stimulus,etymology.source,all.r,all.l
R_3QR929IrgiCVniq,519,-0.47,jeges,finnougric,0,0
R_2t6dfZt35dI0dhl,682,-6.98,jeges,finnougric,0,0
R_3Po5gbqeIdAHi9l,668,-2.76,jeges,finnougric,0,0
R_32Mja3MNPo5Np98,536,-7,jeges,finnougric,0,0
R_3qsVbzSPnkEZ9Pu,483,-5.62,jeges,finnougric,0,0
R_qBZVAGbiygl16yR,674,-1.87,jeges,finnougric,0,0
R_3MEgzBiFCJBMAUN,457,4.06,jeges,finnougric,0,0
R_rkYNuZF0SgK0JGh,732,-2.66,jeges,finnougric,0,0
R_29oCgZSCYIJePHg,792,0,jeges,finnougric,0,0
R_2pY9bqFFpuTAS1a,284,-6.03,jeges,finnougric,0,0
R_1GwflvMIvtpVDSz,652,-6.15,jeges,finnougric,0,0
R_3CHocKls9HFwIp0,569,1.46,karcos,germanic,1,0
R_231pwiLAC5ZSwkg,588,0,karcos,germanic,1,0
R_pK6D4qIrzWOHXrj,774,4.06,karcos,germanic,1,0
R_8nZbxNURhEAQ0wN,768,2.41,karcos,germanic,1,0
R_1KmaYsKDeil9Ulu,630,3.65,karcos,germanic,1,0
R_2f73AcR8uA82XLd,773,-2.5,karcos,germanic,1,0
R_3ELPEMeSqeojjKD,4499,5.05,karcos,germanic,1,0
R_29QlGRes7a1ZuSt,1006,6.23,karcos,germanic,1,0
R_AgvhV0T99Hi9hAt,4604,2.84,karcos,germanic,1,0
R_3QR929IrgiCVniq,519,1.68,karcos,germanic,1,0
R_2t6dfZt35dI0dhl,682,2.07,karcos,germanic,1,0
R_3Po5gbqeIdAHi9l,668,-0.73,karcos,germanic,1,0
R_32Mja3MNPo5Np98,536,3.1,karcos,germanic,1,0
R_3qsVbzSPnkEZ9Pu,483,2.87,karcos,germanic,1,0
R_qBZVAGbiygl16yR,674,0.97,karcos,germanic,1,0
R_3MEgzBiFCJBMAUN,457,5.13,karcos,germanic,1,0
R_rkYNuZF0SgK0JGh,732,6.72,karcos,germanic,1,0
R_29oCgZSCYIJePHg,792,1.24,karcos,germanic,1,0
R_2pY9bqFFpuTAS1a,284,7,karcos,germanic,1,0
R_1GwflvMIvtpVDSz,652,5.66,karcos,germanic,1,0
R_3CHocKls9HFwIp0,569,1.84,kavicsos,innovation,0,0
R_231pwiLAC5ZSwkg,588,4.75,kavicsos,innovation,0,0
R_pK6D4qIrzWOHXrj,774,3.18,kavicsos,innovation,0,0
R_8nZbxNURhEAQ0wN,768,5.84,kavicsos,innovation,0,0
R_1KmaYsKDeil9Ulu,630,5.86,kavicsos,innovation,0,0
R_2f73AcR8uA82XLd,773,0,kavicsos,innovation,0,0
R_3ELPEMeSqeojjKD,4499,4.32,kavicsos,innovation,0,0
R_29QlGRes7a1ZuSt,1006,0,kavicsos,innovation,0,0
R_AgvhV0T99Hi9hAt,4604,7,kavicsos,innovation,0,0
R_3QR929IrgiCVniq,519,4.02,kavicsos,innovation,0,0
R_2t6dfZt35dI0dhl,682,5.26,kavicsos,innovation,0,0
R_3Po5gbqeIdAHi9l,668,2.05,kavicsos,innovation,0,0
R_32Mja3MNPo5Np98,536,4.14,kavicsos,innovation,0,0
R_3qsVbzSPnkEZ9Pu,483,3.11,kavicsos,innovation,0,0
R_qBZVAGbiygl16yR,674,3.38,kavicsos,innovation,0,0
R_3MEgzBiFCJBMAUN,457,5.23,kavicsos,innovation,0,0
R_rkYNuZF0SgK0JGh,732,3.96,kavicsos,innovation,0,0
R_29oCgZSCYIJePHg,792,7,kavicsos,innovation,0,0
R_2pY9bqFFpuTAS1a,284,6.41,kavicsos,innovation,0,0
R_1GwflvMIvtpVDSz,652,4.24,kavicsos,innovation,0,0
R_3CHocKls9HFwIp0,569,0,kemény,finnougric,0,0
R_231pwiLAC5ZSwkg,588,0,kemény,finnougric,0,0
R_pK6D4qIrzWOHXrj,774,0,kemény,finnougric,0,0
R_8nZbxNURhEAQ0wN,768,0,kemény,finnougric,0,0
R_1KmaYsKDeil9Ulu,630,0,kemény,finnougric,0,0
R_2f73AcR8uA82XLd,773,-0.41,kemény,finnougric,0,0
R_3ELPEMeSqeojjKD,4499,7,kemény,finnougric,0,0
R_29QlGRes7a1ZuSt,1006,0,kemény,finnougric,0,0
R_AgvhV0T99Hi9hAt,4604,1.4,kemény,finnougric,0,0
R_3QR929IrgiCVniq,519,2.94,kemény,finnougric,0,0
R_2t6dfZt35dI0dhl,682,0,kemény,finnougric,0,0
R_3Po5gbqeIdAHi9l,668,0,kemény,finnougric,0,0
R_32Mja3MNPo5Np98,536,0,kemény,finnougric,0,0
R_3qsVbzSPnkEZ9Pu,483,0,kemény,finnougric,0,0
R_qBZVAGbiygl16yR,674,0,kemény,finnougric,0,0
R_3MEgzBiFCJBMAUN,457,-1.95,kemény,finnougric,0,0
R_rkYNuZF0SgK0JGh,732,-3.67,kemény,finnougric,0,0
R_29oCgZSCYIJePHg,792,0,kemény,finnougric,0,0
R_2pY9bqFFpuTAS1a,284,-5.9,kemény,finnougric,0,0
R_1GwflvMIvtpVDSz,652,0,kemény,finnougric,0,0
R_3CHocKls9HFwIp0,569,-1.58,kerámia,greek,1,0
R_231pwiLAC5ZSwkg,588,-1.93,kerámia,greek,1,0
R_pK6D4qIrzWOHXrj,774,0,kerámia,greek,1,0
R_8nZbxNURhEAQ0wN,768,-0.73,kerámia,greek,1,0
R_1KmaYsKDeil9Ulu,630,-2.7,kerámia,greek,1,0
R_2f73AcR8uA82XLd,773,-1.48,kerámia,greek,1,0
R_3ELPEMeSqeojjKD,4499,-1.85,kerámia,greek,1,0
R_29QlGRes7a1ZuSt,1006,1.95,kerámia,greek,1,0
R_AgvhV0T99Hi9hAt,4604,-6.98,kerámia,greek,1,0
R_3QR929IrgiCVniq,519,-1.95,kerámia,greek,1,0
R_2t6dfZt35dI0dhl,682,-5.17,kerámia,greek,1,0
R_3Po5gbqeIdAHi9l,668,-5.15,kerámia,greek,1,0
R_32Mja3MNPo5Np98,536,-3.12,kerámia,greek,1,0
R_3qsVbzSPnkEZ9Pu,483,-3.44,kerámia,greek,1,0
R_qBZVAGbiygl16yR,674,-5.33,kerámia,greek,1,0
R_3MEgzBiFCJBMAUN,457,-3.41,kerámia,greek,1,0
R_rkYNuZF0SgK0JGh,732,-0.75,kerámia,greek,1,0
R_29oCgZSCYIJePHg,792,0.49,kerámia,greek,1,0
R_2pY9bqFFpuTAS1a,284,-7,kerámia,greek,1,0
R_1GwflvMIvtpVDSz,652,1.58,kerámia,greek,1,0
R_3CHocKls9HFwIp0,569,2.54,kirojtosodott,unknown,1,0
R_231pwiLAC5ZSwkg,588,0,kirojtosodott,unknown,1,0
R_pK6D4qIrzWOHXrj,774,1.85,kirojtosodott,unknown,1,0
R_8nZbxNURhEAQ0wN,768,1.83,kirojtosodott,unknown,1,0
R_1KmaYsKDeil9Ulu,630,3.44,kirojtosodott,unknown,1,0
R_2f73AcR8uA82XLd,773,0,kirojtosodott,unknown,1,0
R_3ELPEMeSqeojjKD,4499,3.78,kirojtosodott,unknown,1,0
R_29QlGRes7a1ZuSt,1006,0,kirojtosodott,unknown,1,0
R_AgvhV0T99Hi9hAt,4604,1.26,kirojtosodott,unknown,1,0
R_3QR929IrgiCVniq,519,3.04,kirojtosodott,unknown,1,0
R_2t6dfZt35dI0dhl,682,1.06,kirojtosodott,unknown,1,0
R_3Po5gbqeIdAHi9l,668,0,kirojtosodott,unknown,1,0
R_32Mja3MNPo5Np98,536,0,kirojtosodott,unknown,1,0
R_3qsVbzSPnkEZ9Pu,483,2.3,kirojtosodott,unknown,1,0
R_qBZVAGbiygl16yR,674,2.14,kirojtosodott,unknown,1,0
R_3MEgzBiFCJBMAUN,457,-1.52,kirojtosodott,unknown,1,0
R_rkYNuZF0SgK0JGh,732,0.99,kirojtosodott,unknown,1,0
R_29oCgZSCYIJePHg,792,4.34,kirojtosodott,unknown,1,0
R_2pY9bqFFpuTAS1a,284,5.4,kirojtosodott,unknown,1,0
R_1GwflvMIvtpVDSz,652,3.33,kirojtosodott,unknown,1,0
R_3CHocKls9HFwIp0,569,0,kocsonyás,unknown,0,0
R_231pwiLAC5ZSwkg,588,-2.21,kocsonyás,unknown,0,0
R_pK6D4qIrzWOHXrj,774,-4.79,kocsonyás,unknown,0,0
R_8nZbxNURhEAQ0wN,768,-4.54,kocsonyás,unknown,0,0
R_1KmaYsKDeil9Ulu,630,-3.48,kocsonyás,unknown,0,0
R_2f73AcR8uA82XLd,773,-4.63,kocsonyás,unknown,0,0
R_3ELPEMeSqeojjKD,4499,-7,kocsonyás,unknown,0,0
R_29QlGRes7a1ZuSt,1006,-5.85,kocsonyás,unknown,0,0
R_AgvhV0T99Hi9hAt,4604,-7,kocsonyás,unknown,0,0
R_3QR929IrgiCVniq,519,-1.2,kocsonyás,unknown,0,0
R_2t6dfZt35dI0dhl,682,-0.89,kocsonyás,unknown,0,0
R_3Po5gbqeIdAHi9l,668,-2.29,kocsonyás,unknown,0,0
R_32Mja3MNPo5Np98,536,-6.11,kocsonyás,unknown,0,0
R_3qsVbzSPnkEZ9Pu,483,-3.54,kocsonyás,unknown,0,0
R_qBZVAGbiygl16yR,674,-2.03,kocsonyás,unknown,0,0
R_3MEgzBiFCJBMAUN,457,-4.97,kocsonyás,unknown,0,0
R_rkYNuZF0SgK0JGh,732,-2.17,kocsonyás,unknown,0,0
R_29oCgZSCYIJePHg,792,-3.94,kocsonyás,unknown,0,0
R_2pY9bqFFpuTAS1a,284,-5.01,kocsonyás,unknown,0,0
R_1GwflvMIvtpVDSz,652,-3.19,kocsonyás,unknown,0,0
R_3CHocKls9HFwIp0,569,-2.73,kopasz,from other,0,0
R_231pwiLAC5ZSwkg,588,-1.42,kopasz,from other,0,0
R_pK6D4qIrzWOHXrj,774,-3.71,kopasz,from other,0,0
R_8nZbxNURhEAQ0wN,768,-6.98,kopasz,from other,0,0
R_1KmaYsKDeil9Ulu,630,-5.53,kopasz,from other,0,0
R_2f73AcR8uA82XLd,773,-0.37,kopasz,from other,0,0
R_3ELPEMeSqeojjKD,4499,-6.38,kopasz,from other,0,0
R_29QlGRes7a1ZuSt,1006,-5.68,kopasz,from other,0,0
R_AgvhV0T99Hi9hAt,4604,-3.71,kopasz,from other,0,0
R_3QR929IrgiCVniq,519,-5.34,kopasz,from other,0,0
R_2t6dfZt35dI0dhl,682,-4.08,kopasz,from other,0,0
R_3Po5gbqeIdAHi9l,668,-4.89,kopasz,from other,0,0
R_32Mja3MNPo5Np98,536,-7,kopasz,from other,0,0
R_3qsVbzSPnkEZ9Pu,483,-6.95,kopasz,from other,0,0
R_qBZVAGbiygl16yR,674,-6.12,kopasz,from other,0,0
R_3MEgzBiFCJBMAUN,457,-4.38,kopasz,from other,0,0
R_rkYNuZF0SgK0JGh,732,0.32,kopasz,from other,0,0
R_29oCgZSCYIJePHg,792,-4.06,kopasz,from other,0,0
R_2pY9bqFFpuTAS1a,284,-7,kopasz,from other,0,0
R_1GwflvMIvtpVDSz,652,-1.79,kopasz,from other,0,0
R_3CHocKls9HFwIp0,569,2.74,kráteres,romance,1,0
R_231pwiLAC5ZSwkg,588,0.71,kráteres,romance,1,0
R_pK6D4qIrzWOHXrj,774,3.75,kráteres,romance,1,0
R_8nZbxNURhEAQ0wN,768,4.42,kráteres,romance,1,0
R_1KmaYsKDeil9Ulu,630,3.58,kráteres,romance,1,0
R_2f73AcR8uA82XLd,773,4.38,kráteres,romance,1,0
R_3ELPEMeSqeojjKD,4499,7,kráteres,romance,1,0
R_29QlGRes7a1ZuSt,1006,3.54,kráteres,romance,1,0
R_AgvhV0T99Hi9hAt,4604,7,kráteres,romance,1,0
R_3QR929IrgiCVniq,519,2.84,kráteres,romance,1,0
R_2t6dfZt35dI0dhl,682,3.04,kráteres,romance,1,0
R_3Po5gbqeIdAHi9l,668,6.31,kráteres,romance,1,0
R_32Mja3MNPo5Np98,536,6.21,kráteres,romance,1,0
R_3qsVbzSPnkEZ9Pu,483,2.97,kráteres,romance,1,0
R_qBZVAGbiygl16yR,674,6.07,kráteres,romance,1,0
R_3MEgzBiFCJBMAUN,457,4.75,kráteres,romance,1,0
R_rkYNuZF0SgK0JGh,732,5.76,kráteres,romance,1,0
R_29oCgZSCYIJePHg,792,3.45,kráteres,romance,1,0
R_2pY9bqFFpuTAS1a,284,7,kráteres,romance,1,0
R_1GwflvMIvtpVDSz,652,3.61,kráteres,romance,1,0
R_3CHocKls9HFwIp0,569,-0.06,krémes,romance,1,0
R_231pwiLAC5ZSwkg,588,0,krémes,romance,1,0
R_pK6D4qIrzWOHXrj,774,-1.37,krémes,romance,1,0
R_8nZbxNURhEAQ0wN,768,-6.11,krémes,romance,1,0
R_1KmaYsKDeil9Ulu,630,-3.35,krémes,romance,1,0
R_2f73AcR8uA82XLd,773,-4.61,krémes,romance,1,0
R_3ELPEMeSqeojjKD,4499,-4.29,krémes,romance,1,0
R_29QlGRes7a1ZuSt,1006,-4.04,krémes,romance,1,0
R_AgvhV0T99Hi9hAt,4604,-4.16,krémes,romance,1,0
R_3QR929IrgiCVniq,519,-5.28,krémes,romance,1,0
R_2t6dfZt35dI0dhl,682,-3.27,krémes,romance,1,0
R_3Po5gbqeIdAHi9l,668,0,krémes,romance,1,0
R_32Mja3MNPo5Np98,536,-7,krémes,romance,1,0
R_3qsVbzSPnkEZ9Pu,483,-3.58,krémes,romance,1,0
R_qBZVAGbiygl16yR,674,-6.27,krémes,romance,1,0
R_3MEgzBiFCJBMAUN,457,-6.21,krémes,romance,1,0
R_rkYNuZF0SgK0JGh,732,-0.71,krémes,romance,1,0
R_29oCgZSCYIJePHg,792,-6.17,krémes,romance,1,0
R_2pY9bqFFpuTAS1a,284,-7,krémes,romance,1,0
R_1GwflvMIvtpVDSz,652,1.03,krémes,romance,1,0
R_3CHocKls9HFwIp0,569,4.33,kérges,from other,1,0
R_231pwiLAC5ZSwkg,588,3.96,kérges,from other,1,0
R_pK6D4qIrzWOHXrj,774,4.39,kérges,from other,1,0
R_8nZbxNURhEAQ0wN,768,5.03,kérges,from other,1,0
R_1KmaYsKDeil9Ulu,630,2.7,kérges,from other,1,0
R_2f73AcR8uA82XLd,773,6.01,kérges,from other,1,0
R_3ELPEMeSqeojjKD,4499,4.96,kérges,from other,1,0
R_29QlGRes7a1ZuSt,1006,6.67,kérges,from other,1,0
R_AgvhV0T99Hi9hAt,4604,2.45,kérges,from other,1,0
R_3QR929IrgiCVniq,519,5.34,kérges,from other,1,0
R_2t6dfZt35dI0dhl,682,4.24,kérges,from other,1,0
R_3Po5gbqeIdAHi9l,668,3.94,kérges,from other,1,0
R_32Mja3MNPo5Np98,536,5.11,kérges,from other,1,0
R_3qsVbzSPnkEZ9Pu,483,1.87,kérges,from other,1,0
R_qBZVAGbiygl16yR,674,4.01,kérges,from other,1,0
R_3MEgzBiFCJBMAUN,457,6.19,kérges,from other,1,0
R_rkYNuZF0SgK0JGh,732,3.69,kérges,from other,1,0
R_29oCgZSCYIJePHg,792,7,kérges,from other,1,0
R_2pY9bqFFpuTAS1a,284,5.88,kérges,from other,1,0
R_1GwflvMIvtpVDSz,652,1.93,kérges,from other,1,0
R_3CHocKls9HFwIp0,569,1.15,köves,finnougric,0,0
R_231pwiLAC5ZSwkg,588,3.43,köves,finnougric,0,0
R_pK6D4qIrzWOHXrj,774,3.28,köves,finnougric,0,0
R_8nZbxNURhEAQ0wN,768,2.78,köves,finnougric,0,0
R_1KmaYsKDeil9Ulu,630,4.91,köves,finnougric,0,0
R_2f73AcR8uA82XLd,773,0.85,köves,finnougric,0,0
R_3ELPEMeSqeojjKD,4499,6.21,köves,finnougric,0,0
R_29QlGRes7a1ZuSt,1006,0,köves,finnougric,0,0
R_AgvhV0T99Hi9hAt,4604,5.94,köves,finnougric,0,0
R_3QR929IrgiCVniq,519,6.15,köves,finnougric,0,0
R_2t6dfZt35dI0dhl,682,5.3,köves,finnougric,0,0
R_3Po5gbqeIdAHi9l,668,4.3,köves,finnougric,0,0
R_32Mja3MNPo5Np98,536,6.17,köves,finnougric,0,0
R_3qsVbzSPnkEZ9Pu,483,0,köves,finnougric,0,0
R_qBZVAGbiygl16yR,674,2.08,köves,finnougric,0,0
R_3MEgzBiFCJBMAUN,457,5.01,köves,finnougric,0,0
R_rkYNuZF0SgK0JGh,732,4.14,köves,finnougric,0,0
R_29oCgZSCYIJePHg,792,4.06,köves,finnougric,0,0
R_2pY9bqFFpuTAS1a,284,5.48,köves,finnougric,0,0
R_1GwflvMIvtpVDSz,652,5.09,köves,finnougric,0,0
R_3CHocKls9HFwIp0,569,-4.67,lakkozott,germanic,0,1
R_231pwiLAC5ZSwkg,588,-5.28,lakkozott,germanic,0,1
R_pK6D4qIrzWOHXrj,774,-6.81,lakkozott,germanic,0,1
R_8nZbxNURhEAQ0wN,768,0,lakkozott,germanic,0,1
R_1KmaYsKDeil9Ulu,630,-2.16,lakkozott,germanic,0,1
R_2f73AcR8uA82XLd,773,-2.09,lakkozott,germanic,0,1
R_3ELPEMeSqeojjKD,4499,-6.31,lakkozott,germanic,0,1
R_29QlGRes7a1ZuSt,1006,-6.45,lakkozott,germanic,0,1
R_AgvhV0T99Hi9hAt,4604,0,lakkozott,germanic,0,1
R_3QR929IrgiCVniq,519,-4.02,lakkozott,germanic,0,1
R_2t6dfZt35dI0dhl,682,-6.98,lakkozott,germanic,0,1
R_3Po5gbqeIdAHi9l,668,-1.85,lakkozott,germanic,0,1
R_32Mja3MNPo5Np98,536,-5.3,lakkozott,germanic,0,1
R_3qsVbzSPnkEZ9Pu,483,-6.86,lakkozott,germanic,0,1
R_qBZVAGbiygl16yR,674,-3.98,lakkozott,germanic,0,1
R_3MEgzBiFCJBMAUN,457,-4.77,lakkozott,germanic,0,1
R_rkYNuZF0SgK0JGh,732,-6.09,lakkozott,germanic,0,1
R_29oCgZSCYIJePHg,792,-6.25,lakkozott,germanic,0,1
R_2pY9bqFFpuTAS1a,284,-7,lakkozott,germanic,0,1
R_1GwflvMIvtpVDSz,652,-4.08,lakkozott,germanic,0,1
R_3CHocKls9HFwIp0,569,-3.87,lapos,finnougric,0,1
R_231pwiLAC5ZSwkg,588,-2.01,lapos,finnougric,0,1
R_pK6D4qIrzWOHXrj,774,0,lapos,finnougric,0,1
R_8nZbxNURhEAQ0wN,768,0,lapos,finnougric,0,1
R_1KmaYsKDeil9Ulu,630,-3.08,lapos,finnougric,0,1
R_2f73AcR8uA82XLd,773,0,lapos,finnougric,0,1
R_3ELPEMeSqeojjKD,4499,-6.92,lapos,finnougric,0,1
R_29QlGRes7a1ZuSt,1006,0,lapos,finnougric,0,1
R_AgvhV0T99Hi9hAt,4604,-6.98,lapos,finnougric,0,1
R_3QR929IrgiCVniq,519,-3.25,lapos,finnougric,0,1
R_2t6dfZt35dI0dhl,682,-5.26,lapos,finnougric,0,1
R_3Po5gbqeIdAHi9l,668,-6.98,lapos,finnougric,0,1
R_32Mja3MNPo5Np98,536,0,lapos,finnougric,0,1
R_3qsVbzSPnkEZ9Pu,483,0,lapos,finnougric,0,1
R_qBZVAGbiygl16yR,674,-3.15,lapos,finnougric,0,1
R_3MEgzBiFCJBMAUN,457,-2.33,lapos,finnougric,0,1
R_rkYNuZF0SgK0JGh,732,-1.16,lapos,finnougric,0,1
R_29oCgZSCYIJePHg,792,-6.98,lapos,finnougric,0,1
R_2pY9bqFFpuTAS1a,284,-7,lapos,finnougric,0,1
R_1GwflvMIvtpVDSz,652,-2.13,lapos,finnougric,0,1
R_3CHocKls9HFwIp0,569,0,mocskos,innovation,0,0
R_231pwiLAC5ZSwkg,588,0,mocskos,innovation,0,0
R_pK6D4qIrzWOHXrj,774,0,mocskos,innovation,0,0
R_8nZbxNURhEAQ0wN,768,0,mocskos,innovation,0,0
R_1KmaYsKDeil9Ulu,630,2.89,mocskos,innovation,0,0
R_2f73AcR8uA82XLd,773,-1.34,mocskos,innovation,0,0
R_3ELPEMeSqeojjKD,4499,2.94,mocskos,innovation,0,0
R_29QlGRes7a1ZuSt,1006,0,mocskos,innovation,0,0
R_AgvhV0T99Hi9hAt,4604,0,mocskos,innovation,0,0
R_3QR929IrgiCVniq,519,1.3,mocskos,innovation,0,0
R_2t6dfZt35dI0dhl,682,0,mocskos,innovation,0,0
R_3Po5gbqeIdAHi9l,668,0,mocskos,innovation,0,0
R_32Mja3MNPo5Np98,536,0,mocskos,innovation,0,0
R_3qsVbzSPnkEZ9Pu,483,0,mocskos,innovation,0,0
R_qBZVAGbiygl16yR,674,0,mocskos,innovation,0,0
R_3MEgzBiFCJBMAUN,457,0.14,mocskos,innovation,0,0
R_rkYNuZF0SgK0JGh,732,2.98,mocskos,innovation,0,0
R_29oCgZSCYIJePHg,792,3.43,mocskos,innovation,0,0
R_2pY9bqFFpuTAS1a,284,4.42,mocskos,innovation,0,0
R_1GwflvMIvtpVDSz,652,0,mocskos,innovation,0,0
R_3CHocKls9HFwIp0,569,0,nyers,unknown,1,0
R_231pwiLAC5ZSwkg,588,0,nyers,unknown,1,0
R_pK6D4qIrzWOHXrj,774,0,nyers,unknown,1,0
R_8nZbxNURhEAQ0wN,768,0,nyers,unknown,1,0
R_1KmaYsKDeil9Ulu,630,-2.89,nyers,unknown,1,0
R_2f73AcR8uA82XLd,773,-1.58,nyers,unknown,1,0
R_3ELPEMeSqeojjKD,4499,1.78,nyers,unknown,1,0
R_29QlGRes7a1ZuSt,1006,0,nyers,unknown,1,0
R_AgvhV0T99Hi9hAt,4604,0.65,nyers,unknown,1,0
R_3QR929IrgiCVniq,519,4.46,nyers,unknown,1,0
R_2t6dfZt35dI0dhl,682,0,nyers,unknown,1,0
R_3Po5gbqeIdAHi9l,668,0,nyers,unknown,1,0
R_32Mja3MNPo5Np98,536,-3.08,nyers,unknown,1,0
R_3qsVbzSPnkEZ9Pu,483,0,nyers,unknown,1,0
R_qBZVAGbiygl16yR,674,0,nyers,unknown,1,0
R_3MEgzBiFCJBMAUN,457,0,nyers,unknown,1,0
R_rkYNuZF0SgK0JGh,732,-4.38,nyers,unknown,1,0
R_29oCgZSCYIJePHg,792,5.84,nyers,unknown,1,0
R_2pY9bqFFpuTAS1a,284,5.23,nyers,unknown,1,0
R_1GwflvMIvtpVDSz,652,1.66,nyers,unknown,1,0
R_3CHocKls9HFwIp0,569,-3.87,nyálkás,finnougric,0,1
R_231pwiLAC5ZSwkg,588,-3.19,nyálkás,finnougric,0,1
R_pK6D4qIrzWOHXrj,774,-5.17,nyálkás,finnougric,0,1
R_8nZbxNURhEAQ0wN,768,0.1,nyálkás,finnougric,0,1
R_1KmaYsKDeil9Ulu,630,-1.87,nyálkás,finnougric,0,1
R_2f73AcR8uA82XLd,773,-7,nyálkás,finnougric,0,1
R_3ELPEMeSqeojjKD,4499,-6.1,nyálkás,finnougric,0,1
R_29QlGRes7a1ZuSt,1006,-3.1,nyálkás,finnougric,0,1
R_AgvhV0T99Hi9hAt,4604,-7,nyálkás,finnougric,0,1
R_3QR929IrgiCVniq,519,-1.74,nyálkás,finnougric,0,1
R_2t6dfZt35dI0dhl,682,-2.09,nyálkás,finnougric,0,1
R_3Po5gbqeIdAHi9l,668,0,nyálkás,finnougric,0,1
R_32Mja3MNPo5Np98,536,-7,nyálkás,finnougric,0,1
R_3qsVbzSPnkEZ9Pu,483,-4.15,nyálkás,finnougric,0,1
R_qBZVAGbiygl16yR,674,-6.12,nyálkás,finnougric,0,1
R_3MEgzBiFCJBMAUN,457,-7,nyálkás,finnougric,0,1
R_rkYNuZF0SgK0JGh,732,-0.63,nyálkás,finnougric,0,1
R_29oCgZSCYIJePHg,792,-6.51,nyálkás,finnougric,0,1
R_2pY9bqFFpuTAS1a,284,-4.95,nyálkás,finnougric,0,1
R_1GwflvMIvtpVDSz,652,-3.33,nyálkás,finnougric,0,1
R_3CHocKls9HFwIp0,569,-2.56,olajos,slavic,0,1
R_231pwiLAC5ZSwkg,588,0,olajos,slavic,0,1
R_pK6D4qIrzWOHXrj,774,-4.7,olajos,slavic,0,1
R_8nZbxNURhEAQ0wN,768,0,olajos,slavic,0,1
R_1KmaYsKDeil9Ulu,630,-3.27,olajos,slavic,0,1
R_2f73AcR8uA82XLd,773,-7,olajos,slavic,0,1
R_3ELPEMeSqeojjKD,4499,-5.23,olajos,slavic,0,1
R_29QlGRes7a1ZuSt,1006,-6.95,olajos,slavic,0,1
R_AgvhV0T99Hi9hAt,4604,-2.96,olajos,slavic,0,1
R_3QR929IrgiCVniq,519,-6.39,olajos,slavic,0,1
