ID,Name,Parameter,Language,Frequency,Confidence,References,Language_broad,n,Dataset,AutotypMatch,R_type,Comments,PhoibleMatch
hubercolumbian-Tatuyo-334_smooth-1,jabi,SMOOTH,Tatuyo,NA,NA,NA,Tatuyo,1,CLICS,tav,NA,NA,tav
northeuralex-mrj-493_smooth-1,jag@lg@,SMOOTH,Hill Mari,NA,NA,NA,Hill Mari,1,CLICS,mrj,trill,https://omniglot.com/writing/mari.htm,NA
hubercolumbian-Desano-334_smooth-1,japi,SMOOTH,Desano,NA,NA,NA,Desano,1,CLICS,des,no rhotic,wiki,des
hubercolumbian-Piratapuyo-334_smooth-1,japi,SMOOTH,Piratapuyo,NA,NA,NA,Piratapuyo,1,CLICS,pir,NA,NA,pir
hubercolumbian-Tucano-334_smooth-1,japi,SMOOTH,Tucano,NA,NA,NA,Tucano,1,CLICS,tuo,NA,NA,tuo
hubercolumbian-Wanano-334_smooth-1,japi,SMOOTH,Wanano,NA,NA,NA,Wanano,1,CLICS,gvc,no trill,wiki,gvc
hubercolumbian-Cubeo-334_smooth-1,jarido,SMOOTH,Cubeo,NA,NA,NA,Cubeo,1,CLICS,cub,NA,NA,cub
wold-Qeqchi-1039_smooth-2,jiji,SMOOTH,Q'eqchi',NA,NA,NA,Q'eqchi',1,CLICS,kek,NA,NA,kek
ids-703-15-770-1,jlih,SMOOTH,Khasi,NA,NA,NA,Khasi,1,CLICS,kha,trill,wiki,kha
satterthwaitetb-Hani-337_smoothofsurface-1,julluqnei,SMOOTH,Hani,NA,NA,NA,Hani,3,CLICS,hni,no rhotic,wiki,NA
suntb-Darang-882_smooth-1,ka31me35a31,SMOOTH,Darang [Taraon],NA,NA,NA,Darang,1,CLICS,mhu,NA,NA,NA
wold-Bezhta-1039_smooth-1,kakalo,SMOOTH,Bezhta,NA,NA,NA,Bezhta,3,CLICS,kap,trill,wiki,NA
ids-52-15-770-1,kakalu,SMOOTH,Hunzib,NA,NA,NA,Hunzib,1,CLICS,huz,trill,wiki,NA
lexirumah-lamb1273-smooth-2,kanudaha,SMOOTH,Lamboya,NA,NA,NA,Lamboya,1,CLICS,lmy,trill,"Verdizade, Allahverdi (2019). Selected topics in the phonology and morphosyntax of Laboya: A field study (MA thesis). Stockholm University.",NA
marrisonnaga-Liangmai-691_smooth-1,kanuibu,SMOOTH,Liangmai,NA,NA,NA,Liangmai,1,CLICS,njn,NA,NA,NA
hubercolumbian-Yucuna-334_smooth-1,kapiluni,SMOOTH,Yucuna,NA,NA,NA,Yucuna,1,CLICS,ycn,NA,NA,ycn
lexirumah-tetu1245-suai-smooth-1,karonak,SMOOTH,"Tetun, Suai",NA,NA,NA,Tetun,1,CLICS,tdt,trill,"Van Klinken, Catharina (1999). A grammar of the Fehan dialect of Tetun, an Austronesian language of West Timor (PDF). Canberra: Pacific Linguistics, The Australian National University. doi:10.15144/PL-C155. ISBN 0858835142.",NA
marrisonnaga-KohimaAngami-691_smooth-1,kemeju,SMOOTH,Angami Kohima,NA,NA,NA,Angami Kohima,1,CLICS,njm,no trill,wiki,njm
lexirumah-lama1277-adona-smooth-1,kemelut,SMOOTH,Adonara Lamaholot,NA,NA,NA,Adonara Lamaholot,1,CLICS,slp,trill,"Michels, M (2017) Western Lamaholot: a cross-dialectal grammar sketch. MA Thesis.",NA
marrisonnaga-Zeme-691_smooth-1,ketenaibe,SMOOTH,Zeme,NA,NA,NA,Zeme,1,CLICS,nzm,NA,NA,NA
hubercolumbian-Curripaco-334_smooth-1,ketidali,SMOOTH,Curripaco,NA,NA,NA,Curripaco,1,CLICS,kpc,NA,NA,kpc
lexirumah-bima1247-smooth-4,ketsu,SMOOTH,Bima,NA,NA,NA,Bima,1,CLICS,bhp,NA,NA,NA
hubercolumbian-Catio-334_smooth-1,khaikhaja,SMOOTH,Catío,NA,NA,NA,Catío,1,CLICS,cto,trill,wiki,cto
hubercolumbian-EmberaChami-334_smooth-1,khakhaja,SMOOTH,Embera Chamí,NA,NA,NA,Embera Chamí,1,CLICS,cmi,mixed with trill,NA,cmi
marrisonnaga-Tangkhul-691_smooth-1,khanganai,SMOOTH,Tangkhul,NA,NA,NA,Tangkhul,1,CLICS,nmf,NA,NA,nmf
satterthwaitetb-Nusu-337_smoothofsurface-1,khja,SMOOTH,Nusu,NA,NA,NA,Nusu,2,CLICS,nuf,NA,NA,NA
ids-33-15-770-1,kiabadabe,SMOOTH,Akhvakh (Northern dialect),NA,NA,NA,Akhvakh,2,CLICS,akv,trill,wiki,NA
ids-160-15-770-1,kiakialo,SMOOTH,Bezhta,NA,NA,NA,Bezhta,3,CLICS,kap,trill,wiki,NA
ids-33-15-770-2,kiedabe,SMOOTH,Akhvakh (Northern dialect),NA,NA,NA,Akhvakh,2,CLICS,akv,trill,wiki,NA
wold-Gurindji-1039_smooth-1,kirinykiriny,SMOOTH,Gurindji,NA,NA,NA,Gurindji,1,CLICS,gue,mixed with trill,wiki,NA
tls-Kaheunn-1247_smooth-1,kiunje,SMOOTH,Kahe.unn,NA,NA,NA,Kahe.unn,1,CLICS,hka,NA,NA,hka
suntb-Trung-882_smooth-1,klat55klan55,SMOOTH,Trung [Dulong],NA,NA,NA,Trung,1,CLICS,duu,NA,NA,NA
diacl-56000-149_smooth-1,kodel,SMOOTH,Xokleng,NA,NA,NA,Xokleng,1,CLICS,xok,NA,NA,xok
ids-417-15-770-1,kong1,SMOOTH,Mulam,NA,NA,NA,Mulam,1,CLICS,mlm,no rhotic,"Coyaud, M (1987) Les Langues Dans Le Monde Chinois. Pour l'Analyse du Folklore, Paris.",NA
ids-418-15-770-1,kong4kan1,SMOOTH,Chadong,NA,NA,NA,Chadong,1,CLICS,cdy,NA,NA,NA
hubercolumbian-Guahibo-334_smooth-2,konihai,SMOOTH,Guahibo,NA,NA,NA,Guahibo,1,CLICS,guh,NA,NA,guh
wold-Sakha-1039_smooth-2,kono,SMOOTH,Sakha,NA,NA,NA,Sakha,1,CLICS,sah,NA,NA,sah
hubercolumbian-Secoya-334_smooth-1,kosihaiko,SMOOTH,Secoya,NA,NA,NA,Secoya,1,CLICS,sey,NA,NA,sey
suntb-Jinuo-882_smooth-1,kra55,SMOOTH,Jinuo,NA,NA,NA,Jinuo,1,CLICS,jiu,NA,NA,NA
marrisonnaga-YogliTangsa-691_smooth-1,kura,SMOOTH,Tangsa (Yogli),NA,NA,NA,Tangsa,1,CLICS,nst,NA,NA,nst
suntb-MaerkangrGyalrong-882_smooth-1,k@wjo,SMOOTH,rGyalrong,NA,NA,NA,rGyalrong,10,CLICS,jya,NA,NA,jya
northeuralex-sah-493_smooth-1,kwlakaj,SMOOTH,Sakha,NA,NA,NA,Sakha,1,CLICS,sah,NA,NA,sah
ids-319-15-770-1,laegz,SMOOTH,Ossetic,NA,NA,NA,Ossetic,1,CLICS,oss,NA,NA,oss
suntb-MawoQiang-882_smooth-1,lala,SMOOTH,Qiang (Mawo),NA,NA,NA,Qiang,2,CLICS,cng,no rhotic,wiki,NA
ids-35-15-770-1,lamidub,SMOOTH,Bagvalal,NA,NA,NA,Bagvalal,1,CLICS,kva,NA,NA,NA
lexirumah-waer1237-smooth-1,lamu,SMOOTH,Waerana,NA,NA,NA,Waerana,1,CLICS,wrx,NA,NA,NA
lexirumah-kala1394-smooth-1,laro,SMOOTH,Kalao,NA,NA,NA,Kalao,2,CLICS,kly,NA,NA,NA
northeuralex-sjd-493_smooth-1,latjec,SMOOTH,Kildin Sami,NA,NA,NA,Kildin Sami,1,CLICS,sjd,trill,wiki,NA
northeuralex-sms-493_smooth-1,latjes,SMOOTH,Skolt Sami,NA,NA,NA,Skolt Sami,1,CLICS,sms,trill,wiki,NA
ids-416-15-770-1,lau1,SMOOTH,Maonan,NA,NA,NA,Maonan,1,CLICS,mmd,NA,NA,NA
suntb-BlackLahu-882_smooth-1,le54,SMOOTH,Lahu (Black),NA,NA,NA,Lahu,1,CLICS,lhu,NA,NA,lhu
suntb-Xumi-882_smooth-1,le55to33ji55,SMOOTH,Xumi,NA,NA,NA,Xumi,1,CLICS,sxg,no trill,wiki,NA
tryonsolomon-tikopia-250_smooth-1,lemolemo,SMOOTH,Tikopia,NA,NA,NA,Tikopia,1,CLICS,tkp,NA,NA,NA
logos-Romagnolstd-395_smooth-1,less,SMOOTH,Romagnol-std,NA,NA,NA,Romagnol-std,1,CLICS,rgn,trill,wiki,NA
tryonsolomon-mbilua-250_smooth-1,levilevl,SMOOTH,Mbilua,NA,NA,NA,Mbilua,1,CLICS,blb,NA,NA,blb
wold-ZinacantanTzotzil-1039_smooth-2,lichich,SMOOTH,Zinacantán Tzotzil,NA,NA,NA,Zinacantán Tzotzil,1,CLICS,tzo,NA,NA,tzo
lexirumah-rong1269-smooth-3,lila,SMOOTH,Rongga,NA,NA,NA,Rongga,1,CLICS,ror,NA,NA,NA
halenepal-Magar-1676_smooth-1,lingke,SMOOTH,Magar,NA,NA,NA,Magar,1,CLICS,mgp,no trill,wiki,NA
wold-Saramaccan-1039_smooth-1,linzo,SMOOTH,Saramaccan,NA,NA,NA,Saramaccan,1,CLICS,srm,no rhotic,wiki,NA
hubercolumbian-Totoro-334_smooth-1,lisokitan,SMOOTH,Totoró,NA,NA,NA,Totoró,1,CLICS,ttk,trill,wiki,NA
lexirumah-kara1499-smooth-1,litsing,SMOOTH,Kalamang,NA,NA,NA,Kalamang,1,CLICS,kgv,trill,https://www.duo.uio.no/handle/10852/51535,NA
ids-419-15-770-1,ljan55,SMOOTH,Southern Kam,NA,NA,NA,Southern Kam,1,CLICS,doc; kmc,no trill,wiki,NA
hubercolumbian-Inga-334_smooth-1,ljutska,SMOOTH,Inga,NA,NA,NA,Inga,1,CLICS,inb,NA,NA,inb
marrisonnaga-Chang-691_smooth-1,loklokbu,SMOOTH,Chang,NA,NA,NA,Chang,1,CLICS,nbc,NA,NA,NA
ids-57-15-770-2,lugiiansi,SMOOTH,Dargwa,NA,NA,NA,Dargwa,17,CLICS,dar,trill,wiki,NA
lexirumah-maka1316-smooth-2,lumeke,SMOOTH,Makasae,NA,NA,NA,Makasae,1,CLICS,mkz,no trill,"Correia, Aderito (2011). Describing Makasae: a trans-New Guinea language of East Timor (Ph.D. thesis). University of Western Sydney. - says tap in detailed description (""vibrant"" in the consonant phoneme table)",NA
lexirumah-waim1252-smooth-1,luo,SMOOTH,Waima'a,NA,NA,NA,Waima'a,1,CLICS,wmh,NA,NA,NA
lexirumah-dobe1238-smooth-1,luraj,SMOOTH,Dobel,NA,NA,NA,Dobel,1,CLICS,kvo,trill,"Hughes, Jock (2000). ""The morphology of Dobel, Aru, with special reference to reduplication"". In Grimes, C.E. (ed.). Spices from the East: Papers in languages of Eastern Indonesia. Pacific Linguistics No. 503. Canberra: Pacific Linguistics. pp. 131–180. doi:10.15144/PL-503.131.",NA
lexirumah-kala1394-smooth-3,maalu,SMOOTH,Kalao,NA,NA,NA,Kalao,2,CLICS,kly,NA,NA,NA
tryonsolomon-moli-250_smooth-1,macamaca,SMOOTH,Moli,NA,NA,NA,Moli,1,CLICS,vrs,NA,NA,NA
marrisonnaga-Maram-691_smooth-1,madive,SMOOTH,Maram,NA,NA,NA,Maram,1,CLICS,nma,NA,NA,NA
lexirumah-koto1251-smooth-1,maeki,SMOOTH,Kotos Amarasi,NA,NA,NA,Kotos Amarasi,1,CLICS,aaz,trill,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0025100315000377,NA
tryonsolomon-poleo-250_smooth-1,magambo,SMOOTH,Poleo,NA,NA,NA,Poleo,1,CLICS,tlr,no trill,wiki,NA
lexirumah-tiii1241-smooth-1,magatusi,SMOOTH,Tii,NA,NA,NA,Tii,1,CLICS,txq,NA,NA,NA
hubercolumbian-Tariano-334_smooth-1,makapitshinha,SMOOTH,Tariano,NA,NA,NA,Tariano,1,CLICS,tae,NA,NA,tae
lexirumah-wotu1240-smooth-1,malanni,SMOOTH,Wotu,NA,NA,NA,Wotu,1,CLICS,wtw,NA,NA,NA
lexirumah-kala1394-smooth-2,malaro,SMOOTH,Kalao,NA,NA,NA,Kalao,2,CLICS,kly,NA,NA,NA
lexirumah-nucl1577-smooth-1,malaromaalusu,SMOOTH,Laiyolo,NA,NA,NA,Laiyolo,2,CLICS,lji,NA,NA,NA
tryonsolomon-nanggu-250_smooth-1,malilo,SMOOTH,Nanggu,NA,NA,NA,Nanggu,1,CLICS,ngr,NA,NA,NA
tryonsolomon-kia-250_smooth-1,mamalahu,SMOOTH,Kia,NA,NA,NA,Kia,1,CLICS,kji,trill,wiki,NA
tryonsolomon-areare1-250_smooth-1,mamanaa,SMOOTH,'Are'are (1),NA,NA,NA,'Are'are,2,CLICS,alu,no trill,wiki,NA
tryonsolomon-oroha-250_smooth-1,mamanaa,SMOOTH,Oroha,NA,NA,NA,Oroha,1,CLICS,ora,no trill,"wiki ""the r is not rolled""",NA
tryonsolomon-malango-250_smooth-1,mamanja,SMOOTH,Malango,NA,NA,NA,Malango,1,CLICS,mln,NA,NA,NA
tryonsolomon-kahua-250_smooth-1,mamao,SMOOTH,Kahua,NA,NA,NA,Kahua,1,CLICS,agw,NA,NA,NA
tryonsolomon-santaana-250_smooth-1,mamaoga,SMOOTH,Santa Ana,NA,NA,NA,Santa Ana,1,CLICS,stn,trill,"wiki (""vibrant"")",NA
tryonsolomon-lengo-250_smooth-1,mambo,SMOOTH,Lengo,NA,NA,NA,Lengo,1,CLICS,lgr,trill,wiki,NA
tryonsolomon-nggela-250_smooth-1,mambo,SMOOTH,Nggela,NA,NA,NA,Nggela,1,CLICS,nlg,trill,wiki,NA
tryonsolomon-savosavo-250_smooth-1,mambo,SMOOTH,Savosavo,NA,NA,NA,Savosavo,1,CLICS,svs,trill,wiki,svs
tryonsolomon-nggela-250_smooth-2,mandalo,SMOOTH,Nggela,NA,NA,NA,Nggela,1,CLICS,nlg,trill,wiki,NA
tryonsolomon-mbirao-250_smooth-1,manjamanja,SMOOTH,Mbirao,NA,NA,NA,Mbirao,1,CLICS,brr,NA,NA,NA
tryonsolomon-saa1-250_smooth-1,manomanolea,SMOOTH,Sa'a (1),NA,NA,NA,Sa'a,2,CLICS,apb,NA,NA,NA
lexirumah-kama1364-b-smooth-1,mararo,SMOOTH,Kamaru 2,NA,NA,NA,Kamaru 2,1,CLICS,kgx,NA,NA,NA
lexirumah-woli1241-smooth-1,mararo,SMOOTH,Wolio,NA,NA,NA,Wolio,4,CLICS,wlo,trill,wiki,NA
wold-SeychellesCreole-1039_smooth-1,marbre,SMOOTH,Seychelles Creole,NA,NA,NA,Seychelles Creole,1,CLICS,crs,NA,NA,NA
lexirumah-koto1251-smooth-2,maseki,SMOOTH,Kotos Amarasi,NA,NA,NA,Kotos Amarasi,1,CLICS,aaz,trill,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0025100315000377,NA
northeuralex-ess-493_smooth-1,matigniqixnaq,SMOOTH,Central Siberian Yupik,NA,NA,NA,Central Siberian Yupik,1,CLICS,ess,no rhotic,wiki,ess
marrisonnaga-Puiron-691_smooth-1,matyengnu,SMOOTH,Puiron,NA,NA,NA,Puiron,1,CLICS,nbu,NA,NA,NA
diacl-59500-149_smooth-1,mayun,SMOOTH,Kashinawá,NA,NA,NA,Kashinawá,1,CLICS,cbs,NA,NA,cbs
suntb-DanbaErgong-882_smooth-1,mblambla,SMOOTH,Ergong (Danba),NA,NA,NA,Ergong,1,CLICS,ero,NA,NA,NA
lexirumah-hata1243-smooth-1,mblus,SMOOTH,Hatam,NA,NA,NA,Hatam,1,CLICS,had,no trill,wiki,NA
hubercolumbian-Bora-334_smooth-2,meebane,SMOOTH,Bora,NA,NA,NA,Bora,1,CLICS,boa,NA,NA,boa
lexirumah-bino1238-smooth-1,mehu,SMOOTH,"Tukang Besi, Binongko",NA,NA,NA,Tukang Besi,1,CLICS,bhq,trill,wiki,NA
northeuralex-bua-493_smooth-1,meliger,SMOOTH,Buryat,NA,NA,NA,Buryat,1,CLICS,bua,trill,NA,NA
tryonsolomon-vaghua-250_smooth-1,meloto,SMOOTH,Vaghua,NA,NA,NA,Vaghua,1,CLICS,tva,NA,NA,NA
northeuralex-bua-493_smooth-2,melseger,SMOOTH,Buryat,NA,NA,NA,Buryat,1,CLICS,bua,trill,NA,NA
lexirumah-keda1252-leuba-smooth-1,melu,SMOOTH,"Kedang, Leubatang",NA,NA,NA,Kedang,1,CLICS,ksx,trill,wiki,NA
lexirumah-alor1247-baran-YS-smooth-1,meluk,SMOOTH,"Alorese, Baranusa",NA,NA,NA,Alorese,13,CLICS,aol,trill,"Klamer, Margaretha Anna Flora. (2011). A short grammar of Alorese (Austronesian). Muenchen: Lincom Europa.",NA
lexirumah-sika1262-tanai-smooth-2,melur,SMOOTH,"Sika, Tana Ai",NA,NA,NA,Sika,2,CLICS,ski,NA,NA,NA
tryonsolomon-reefs-250_smooth-1,mema,SMOOTH,Reefs,NA,NA,NA,Reefs,1,CLICS,ntu,NA,NA,ntu
tryonsolomon-hoava-250_smooth-1,memehe,SMOOTH,Hoava,NA,NA,NA,Hoava,1,CLICS,hoa,NA,NA,hoa
tryonsolomon-kusaghe-250_smooth-1,memehe,SMOOTH,Kusaghe,NA,NA,NA,Kusaghe,1,CLICS,ksg,NA,NA,NA
tryonsolomon-marovo-250_smooth-1,memehe,SMOOTH,Marovo,NA,NA,NA,Marovo,1,CLICS,mvo,NA,NA,NA
tryonsolomon-nduke-250_smooth-1,memehe,SMOOTH,Nduke,NA,NA,NA,Nduke,1,CLICS,nke,NA,NA,NA
tryonsolomon-roviana-250_smooth-1,memehe,SMOOTH,Roviana,NA,NA,NA,Roviana,1,CLICS,rug,NA,NA,NA
tryonsolomon-simbo-250_smooth-1,memehe,SMOOTH,Simbo,NA,NA,NA,Simbo,1,CLICS,sbb,NA,NA,NA
tryonsolomon-ughele-250_smooth-1,memehe,SMOOTH,Ughele,NA,NA,NA,Ughele,1,CLICS,uge,no rhotic,wiki,NA
tryonsolomon-vangunu-250_smooth-1,memehe,SMOOTH,Vangunu,NA,NA,NA,Vangunu,1,CLICS,mpr,NA,NA,NA
hantganbangime-Bangime-241_smooth-1,merumeru,SMOOTH,Bangime,NA,NA,NA,Bangime,1,CLICS,dba,no trill,NA,NA
hubercolumbian-Guambiano-334_smooth-1,mil,SMOOTH,Guambiano,NA,NA,NA,Guambiano,1,CLICS,gum,NA,NA,gum
lexirumah-rong1269-smooth-2,milu,SMOOTH,Rongga,NA,NA,NA,Rongga,1,CLICS,ror,NA,NA,NA
tryonsolomon-ririo-250_smooth-1,mioloto,SMOOTH,Ririo,NA,NA,NA,Ririo,1,CLICS,rri,NA,NA,NA
lexirumah-mamb1306-Slete-smooth-1,mlai,SMOOTH,"South Mambae, Letefoho",NA,NA,NA,South Mambae,1,CLICS,mgm,trill,Helem Andressa de Oliveira Fogaça (2013). Estudo fonético e fonológico do mambae de Same : uma língua de Timor-Leste (PDF) (Master's thesis) (in Portuguese). Universidade de Brasília.,NA
ids-406-15-770-1,m@ng31leai44,SMOOTH,Jinsha Dai,NA,NA,NA,Jinsha Dai,1,CLICS,tiz,NA,NA,NA
northeuralex-ykg-493_smooth-1,mojem,SMOOTH,Northern Yukaghir,NA,NA,NA,Northern Yukaghir,1,CLICS,ykg,NA,NA,ykg
lexirumah-dhao1237-smooth-1,molamola,SMOOTH,Dhao,NA,NA,NA,Dhao,1,CLICS,nfa,trill,https://sil-philippines-languages.org/ical/papers/Grimes-Hawu_Dhao.pdf?_ga=GA1.2.34923686.1554420071&_gid=GA1.2.2128814745.1594140462,NA
tryonsolomon-ontongjava-250_smooth-1,mole,SMOOTH,Ontong Java,NA,NA,NA,Ontong Java,1,CLICS,ojv,no rhotic,wiki,NA
lexirumah-kuli1254-smooth-1,molori,SMOOTH,Kulisusu,NA,NA,NA,Kulisusu,1,CLICS,vkl,NA,NA,NA
tryonsolomon-rawo-250_smooth-1,momoreaga,SMOOTH,Rawo,NA,NA,NA,Rawo,1,CLICS,rwa,NA,NA,NA
lexirumah-buso1238-smooth-1,mondeli,SMOOTH,Busoa,NA,NA,NA,Busoa,1,CLICS,bup,NA,NA,NA
lexirumah-kaim1241-smooth-1,mondeli,SMOOTH,Kaimbulawa,NA,NA,NA,Kaimbulawa,1,CLICS,zka,NA,NA,NA
lexirumah-masi1269-smooth-2,mondeli,SMOOTH,"Cia-Cia, Masiri",NA,NA,NA,Cia-Cia,23,CLICS,cia,NA,NA,NA
hubercolumbian-Muinane-334_smooth-2,moobano,SMOOTH,Muinane,NA,NA,NA,Muinane,1,CLICS,bmr,NA,NA,bmr
tryonsolomon-kia-250_smooth-2,motongo,SMOOTH,Kia,NA,NA,NA,Kia,1,CLICS,kji,trill,wiki,NA
wold-Iraqw-1039_smooth-1,motsotsooq,SMOOTH,Iraqw,NA,NA,NA,Iraqw,1,CLICS,irk,NA,NA,irk
lexirumah-bima1247-smooth-1,mpida,SMOOTH,Bima,NA,NA,NA,Bima,1,CLICS,bhp,NA,NA,NA
lexirumah-weta1243-smooth-1,mtekra,SMOOTH,Wetan,NA,NA,NA,Wetan,1,CLICS,lex,trill,"Taber, Kathleen B.; Taber, Mark H. (2015). Luang Grammar and Phonology Sketch. SIL e‑Books, 63. Dallas: SIL International.",NA
marrisonnaga-Sema-691_smooth-1,muduni,SMOOTH,Sema,NA,NA,NA,Sema,1,CLICS,nsm,NA,NA,nsm
lexirumah-batu1258-smooth-1,mumur,SMOOTH,Batuley,NA,NA,NA,Batuley,1,CLICS,bay,trill,NA,NA
tryonsolomon-vano-250_smooth-1,mutnwoli,SMOOTH,Vano,NA,NA,NA,Vano,1,CLICS,vnk,NA,NA,NA
wold-Gawwada-1039_smooth-1,muturtura,SMOOTH,Gawwada,NA,NA,NA,Gawwada,1,CLICS,gwd,NA,NA,NA
marrisonnaga-Lotha-691_smooth-2,myana,SMOOTH,Lotha,NA,NA,NA,Lotha,1,CLICS,njh,NA,NA,njh
suntb-Muya-882_smooth-1,na55na55,SMOOTH,Muya [Minyak],NA,NA,NA,Muya,1,CLICS,mvm,NA,NA,NA
lexirumah-dadu1237-smooth-1,nakmusik,SMOOTH,Dadu'a,NA,NA,NA,Dadu'a,1,CLICS,ilu,trill,"Hinton, Bryan D. (2000). ""The languages of Wetar: recent survey results and word lists with notes on Tugun grammar"". In Grimes, Charles E. (ed.). Spices from the East: Papers in Languages of Eastern Indonesia. Canberra: Pacific Linguistics. pp. 105–129",NA
marrisonnaga-Manipuri-691_smooth-1,nalba,SMOOTH,Manipuri,NA,NA,NA,Manipuri,1,CLICS,mni,NA,NA,mni
northeuralex-sma-493_smooth-1,nalhkedihks,SMOOTH,Southern Sami,NA,NA,NA,Southern Sami,1,CLICS,sma,NA,NA,sma
northeuralex-evn-493_smooth-2,naptakan,SMOOTH,Evenki,NA,NA,NA,Evenki,1,CLICS,evn,trill,wiki,NA
northeuralex-evn-493_smooth-1,naptama,SMOOTH,Evenki,NA,NA,NA,Evenki,1,CLICS,evn,trill,wiki,NA
tryonsolomon-kwaio-250_smooth-1,ndanda,SMOOTH,Kwaio,NA,NA,NA,Kwaio,1,CLICS,kwd,NA,NA,kwd
tryonsolomon-mbaengguu-250_smooth-1,ndondoloa,SMOOTH,Mbaengguu,NA,NA,NA,Mbaengguu,1,CLICS,bvd,NA,NA,NA
tryonsolomon-toambaita-250_smooth-1,ndondoloa,SMOOTH,To'ambaita,NA,NA,NA,To'ambaita,1,CLICS,mlu,trill,wiki,NA
satterthwaitetb-Naxi-337_smoothofsurface-1,ndyjo,SMOOTH,Naxi,NA,NA,NA,Naxi,3,CLICS,nxq,NA,NA,nxq
suntb-Guiqiong-882_smooth-1,ndzo33ma55la55,SMOOTH,Guiqiong,NA,NA,NA,Guiqiong,1,CLICS,gqi,no rhotic,wiki,NA
suntb-Namuyi-882_smooth-1,ndzr55le33se53,SMOOTH,Namuyi,NA,NA,NA,Namuyi,1,CLICS,nmy,no rhotic,NA,NA
marrisonnaga-Mikir-691_smooth-1,nei,SMOOTH,Mikir,NA,NA,NA,Mikir,1,CLICS,mjw,NA,NA,mjw
lexirumah-rong1269-smooth-1,nene,SMOOTH,Rongga,NA,NA,NA,Rongga,1,CLICS,ror,NA,NA,NA
lexirumah-bima1247-smooth-2,ngame,SMOOTH,Bima,NA,NA,NA,Bima,1,CLICS,bhp,NA,NA,NA
lexirumah-keoo1238-smooth-1,ngedu,SMOOTH,"Keo, Udiworowatu",NA,NA,NA,Keo,1,CLICS,xxk,NA,NA,xxk
lexirumah-nage1237-smooth-1,ngedu,SMOOTH,"Nage, East",NA,NA,NA,Nage,1,CLICS,nxe,NA,NA,NA
lexirumah-lioo1240-smooth-2,ngelu,SMOOTH,Lio,NA,NA,NA,Lio,1,CLICS,ljl,trill,"Elias, Alexander (2019). Lio and the Central Flores languages (M.A. thesis). Leiden University.",NA
lexirumah-ngad1267-smooth-1,ngelu,SMOOTH,Ngadha,NA,NA,NA,Ngadha,1,CLICS,nxg,NA,NA,nxg
lexirumah-soaa1237-smooth-1,ngelu,SMOOTH,So'a,NA,NA,NA,So'a,1,CLICS,ssq,NA,NA,NA
lexirumah-ende1246-smooth-1,ngeru,SMOOTH,Ende,NA,NA,NA,Ende,1,CLICS,end,trill,wiki,NA
tryonsolomon-mbambatana-250_smooth-1,nggulama,SMOOTH,Mbambatana,NA,NA,NA,Mbambatana,1,CLICS,baa,NA,NA,NA
